	2019-Dec	2018-Dec	2018-Nov	2019-Apr	2019-Aug	2019-Feb	2019-Jan	2019-Jul	2019-Jun	2019-Mar	2019-May	2019-Nov	2019-Sep	2020-Aug	2020-Dec	2020-Feb	2020-Jan	2020-Jul	2020-Mar	2020-Nov	2020-Oct	2020-Sep	2021-Apr	2021-Jan	2021-Jun	2021-Mar	2021-May
2020-Nov-viral-fraction__viral-spades-short__as-yet-unknown__55848bp__000061||full	0.32198378	0	0	0	1.0271465	0	0	0.94630384	0	0	0.26232508	0.7015981	0.24763362	0.32431352	1.8076967	0.3996884	0.29629812	2.7213545	0.15015088	4.1988173	1.327601	0.2789165	0.69168186	0.9611767	0.85954684	0.7563707	0.18450062
2018-Nov-viral-fraction__viral-spades-short__as-yet-unknown__65252bp__000054||full	1.0057458	19.210545	25.562065	3.7880614	0.11715657	16.266317	20.059341	0.22790088	0.7578859	3.274286	0.7123173	1.1169323	0.09215789	0.07151505	5.57242	4.0036607	5.3996563	0.09518257	4.4735174	5.204175	3.9870918	0.6360548	0.7481134	5.8759737	0.43351203	0.92119485	0.37618464
2018-Dec-viral-fraction__viral-spades-short__as-yet-unknown__55015bp__000108||full	104.429	21.984072	21.304358	41.179794	1.4263587	27.414454	30.26523	1.709372	2.6938171	29.89661	10.10964	48.77673	3.4175768	2.1815693	4.0160356	72.566475	78.23933	6.1549163	27.19714	2.254409	1.4492205	1.3996655	5.0088778	4.5352025	1.6798438	4.5655437	4.447663
2019-May-viral-fraction__viral-spades-short__as-yet-unknown__68056bp__000008||full	0	0.10816166	0.08273453	5.772487	0.09299453	1.7916989	0.5448684	0.11311854	0.4336731	1.3130904	2.19097	0	0.064639896	0.11507456	0.80343693	0.21026395	0.2678519	0.061698396	0.88554776	0.34998804	0.17104606	0.46172816	2.408682	1.2454437	0.88486224	2.5634632	0.98726606
2019-Apr-viral-fraction__viral-spades-short__as-yet-unknown__38752bp__000176||full	0.41143242	1.0956389	1.1080605	12.247685	2.0207446	1.4702595	1.5304537	2.4552863	4.3404665	0.6750841	1.3246574	0.8961243	2.0630796	0.64386755	2.0215302	2.0944085	1.7587284	1.5549086	4.4131074	1.7215441	1.2137072	0.957391	0.98078847	2.2319992	1.5303497	1.3032336	0.6925057
2019-Dec-viral-fraction__viral-spades-short__as-yet-unknown__28433bp__000467||full	7.3964357	1.7354653	0.91371477	0	0	2.4740558	3.380565	0	0	0.6212155	0	10.294067	0	0	3.5075502	4.435677	6.9113483	0	1.4197606	0.28868073	0	0	1.709475	3.9290316	0.14775227	1.6024837	0.20954998
2019-Apr-viral-fraction__viral-spades-short__as-yet-unknown__35859bp__000214||full	0.094214045	0	0	2.504391	0.08994555	0	0.20014434	0.10892614	0.14734153	0.55368763	0.5295043	0	0.09790727	0.20906149	0.6953854	0.53146493	0.46026295	0.21413955	5.570167	0.27203476	0.22494261	0.22435774	0.9199623	0.9661564	0.3389677	1.1978517	0.58451056
2019-Jan-viral-fraction__viral-spades-short__as-yet-unknown__25829bp__000665||full	1.9636464	2.8651676	3.5853803	6.9258337	0.2771427	4.398856	5.4918756	0.32679605	0.3100174	2.4989	0.9155783	2.3558452	11.523943	0	1.4731401	1.386408	1.376934	0	0.9308518	1.6621696	3.5772521	5.4212127	0.4745596	0.9959393	0.25915727	0.7137742	0.38152948
2020-Mar-viral-fraction__viral-spades-short__as-yet-unknown__58437bp__000055||full	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.413903	2.1013434	0.8231166	0	2.7654877	5.516216	21.422493	0.20581251	0.7590148	3.8529193	0.3495225	0.637932	0.34344515
2019-Dec-viral-fraction__viral-spades-short__as-yet-unknown__29671bp__000427||full	1.2168871	0.8708506	0.9447969	0.12789498	12.67673	0.5105632	0.8500983	3.4543693	0.048509337	0.10895014	0.12099899	2.7478423	12.833215	0	0.57799804	2.2840605	1.7363566	0.039311726	0.1662924	0.3189584	0.73388046	0.28937003	0.06261142	0.29850096	0	0.082916394	0.066556424
2018-Nov-viral-fraction__viral-spades-short__as-yet-unknown__33219bp__000366||full	1.3962721	11.977506	11.097576	0.23238495	0.28120673	13.896343	15.842767	0.28573674	0.8660099	4.602839	2.895195	0.94886106	0.38109642	0	0	2.0994525	2.5130997	0.07637019	0.7576345	0	0	0	0	0.056012023	0	0	0
2020-Sep-viral-fraction__viral-spades-short__as-yet-unknown__42436bp__000106||full	0	0.06191889	0.047535826	0	0	0	0	0.056971148	0.13643715	0	0.7809545	0	0.046010204	3.943151	0.1287058	0	0	0	0	0.38935187	2.6927774	17.760996	0	0.066372916	0	0	0
2021-Jan-viral-fraction__viral-spades-short__as-yet-unknown__54136bp__000059||full	7.8637915	0.44226804	0.5092062	1.1726089	1.2576178	1.3722309	1.103001	2.275906	0.80433494	2.6244216	1.8624268	6.4044333	1.2257282	3.4954906	5.165154	18.078463	12.409555	5.5200377	10.272737	4.9855003	3.590652	1.6309005	4.7085195	7.1570387	3.2475524	8.6739025	7.459928
2020-Jan-viral-fraction__viral-spades-short__as-yet-unknown__28994bp__000370||full	0.6934214	0.23210107	0	0.43678534	0.17631684	0.84117323	1.081495	0.13934447	0.08074973	0.431539	0.25842518	0.09630496	0.24425213	0.07530121	1.2986712	1.0967653	0.96303344	0.1817104	0.25937736	1.0857155	0.051287342	0.08141447	0.32863563	0.74926496	0.73296046	0.39972368	0.4373391
2020-Sep-viral-fraction__viral-spades-short__as-yet-unknown__33946bp__000191||full	3.0653791	4.1839895	4.659473	0.12168872	2.1169891	2.7180269	2.3800452	3.0636425	6.962982	0.8558823	0.9682628	4.4440694	1.6880181	1.5843576	4.4396176	2.5606365	4.213859	1.7357879	2.2086048	10.697163	26.055073	14.780377	2.1331844	4.125454	11.062982	1.2548741	2.5608134
2019-Mar-viral-fraction__viral-spades-short__as-yet-unknown__38591bp__000276||full	0	1.0457354	0.9258861	0.26787075	0	1.2235543	0.5382794	0	0	13.145435	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2020-Feb-viral-fraction__viral-spades-short__as-yet-unknown__39713bp__000167||full	0.76533556	0.9740612	1.0854626	0.19451983	0.34330398	1.4157298	1.3026929	0.5863896	0.4170821	0.9923122	1.1811008	0.8992668	0.64531857	0.37984753	1.5195777	2.0328124	1.6524112	0.36249414	3.7230399	0.6469243	0.4706687	0.33212638	1.1065838	2.4429615	0.50995123	2.188202	1.0467037
2020-Feb-viral-fraction__viral-spades-short__as-yet-unknown__26115bp__000528||full	0.33242247	0.08480821	0.054299504	0.4618081	0	0.28400776	0.21819016	0	0	0.09562794	0.1504633	0.35166636	0	0.10805683	1.7923443	3.348279	6.3842235	0.058506288	3.4945233	0.851055	0.7004902	1.9953772	1.1898519	1.8218882	0.268634	0.7682039	0.16153918
2020-Sep-viral-fraction__viral-spades-short__as-yet-unknown__45408bp__000086||full	0.057176083	0.17746685	0.1953258	0	0	0.2529627	0.29826555	0	0	0.09602039	0	0	0	1.1610348	1.0893255	0.22155233	0.19562678	0	0.21851242	1.1825264	1.6792859	2.1493573	0	0.64128685	0	0.18951501	0
2019-Mar-viral-fraction__viral-spades-short__as-yet-unknown__88704bp__000045||full	0	0	0	0.50795543	0.16241623	2.7027795	0.40777677	0.10851142	0.6187139	6.220869	6.5819783	0	0.43959177	0.09180241	0.09921184	0.13315398	0.12164678	0	1.4885875	0	0	0.0953654	1.5937511	0.24813507	0.35574225	0.8007316	0.6256365
2021-Apr-viral-fraction__viral-spades-short__as-yet-unknown__51710bp__000062||full	1.6300608	1.5212522	1.8061149	1.0775768	0.12593383	1.5383159	1.6618276	0.12272428	0.13158262	0.9002439	0.29036188	1.6719493	2.0832133	0.16618071	8.288071	3.2519507	1.9362172	0.2576533	1.3228287	7.7140265	7.9057865	3.0410542	4.8407974	7.484826	1.1646364	2.6661758	2.487095
2019-Aug-viral-fraction__viral-spades-short__as-yet-unknown__28702bp__000424||full	0.15598364	0.26458007	0.36168507	0	1.0779414	0	0.20896156	0	0	0.070916794	0	0.13547811	0.6104442	0.113094844	0.19098027	0.19577111	0.2125957	0	0.19905709	0.26311472	0.5691911	0.67991596	0	0.11377636	0	0	0
2019-May-viral-fraction__viral-spades-short__as-yet-unknown__19867bp__000566||full	0.10058773	0.1787213	0.28983572	0.10949309	27.05573	0	0.1795845	1.5922061	0.610055	0.10483011	1.377324	0.15296048	2.9657595	1.5730687	0.24019277	0.15574034	0.20564093	9.706607	0.09657877	0.24406888	0.37712932	0.83171636	0	0.21685082	0	0.17086716	0
2020-Dec-viral-fraction__viral-spades-short__as-yet-unknown__54535bp__000055||full	0.3750404	0.43424407	0.37450418	1.4345561	0.18872012	0.94014406	0.9961504	0.17706761	0.29782087	0.44601765	0	0.32614386	0.19766922	0.1264475	2.8946266	1.0911659	0.79245293	0.24007337	0.97811526	2.3254533	1.4054563	0.27686635	1.8799887	2.616795	1.0984918	1.3460153	1.285267
2019-Jun-viral-fraction__viral-spades-short__as-yet-unknown__11692bp__001704||full	0.038439695	0	0	0	0.14771895	0	0	0.104914725	1.0995648	0	2.754537	0.049540315	0.06722914	0	0	0	0	0	0	0	0.07144256	0.39459914	0	0	0	0	0
2019-May-viral-fraction__viral-spades-short__as-yet-unknown__18089bp__000680||full	0	0	0	0	0.049200926	0	0	0.17519851	1.5433697	0	2.220829	0	0	0	0	0	0	0	0	0	0	0	0	0	0.07650616	0	0.6379013
2020-Mar-viral-fraction__viral-spades-short__as-yet-unknown__28546bp__000454||full	0	0	0	0.4493384	0.044238076	0	0.06277871	0	0	0.06326517	0.051558834	0	0.05655998	0.18331663	0.33227506	0.47315636	0.16126238	0.42258683	13.583325	0.19178374	0.16769446	0.21840873	0.31433642	0.48334056	0.2751044	0.5901086	0.2462469
2018-Dec-viral-fraction__viral-spades-short__as-yet-unknown__30012bp__000476||full	0.386774	2.6165357	3.2270944	0.09934377	0.06742003	1.1079428	1.455792	0.09752248	0.12353359	1.0471666	0.24815601	0.18296252	0.10587893	0.3648641	0.14992657	1.3962802	1.0915787	0.30993828	1.8808355	0.21474345	0.6997271	0.6231755	0.15027793	0.11748176	0.063672215	0.15522261	0.115960754
2019-Nov-viral-fraction__viral-spades-short__as-yet-unknown__39089bp__000209||full	91.30458	7.7983594	8.588647	0.85360444	11.570677	8.17909	8.33172	9.333892	1.7632991	9.108107	2.9391317	113.96948	14.810755	6.934031	7.4428926	35.354954	43.122227	10.348242	18.356007	11.922095	17.822414	8.93002	9.136576	8.098465	3.8329918	10.00181	8.676339
2019-Aug-viral-fraction__viral-spades-short__as-yet-unknown__33253bp__000285||full	0.56781435	0.66665095	0.7443504	0.7864553	0.98667824	0.78849685	0.8595561	0.44259185	0.13944317	0.2958496	0.5126779	0.87079203	1.9087287	0.44187433	0.18573567	0.55298454	0.5371996	0.24876063	0.36607608	0.2183445	0.3387536	0.49934098	0.08841001	0.18465623	0.30116624	0.07524571	0.18874912
2019-Apr-viral-fraction__viral-spades-short__as-yet-unknown__172774bp__000001||full	0.5884239	5.8316817	4.0450983	10.773956	0.288814	7.504219	8.749527	0.6293426	1.1320621	8.7226305	0.7031087	0.37437087	0.24373654	0.37592223	1.3621982	2.0137076	1.7629586	0.65510345	4.7518687	0.6589007	0.23412965	0.21831979	2.323674	2.0294929	0.69013494	5.4552345	2.3548312
2020-Sep-viral-fraction__viral-spades-short__as-yet-unknown__24371bp__000459||full	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0622028	0.06426131	0	0	0	0	0.17763539	0.33850712	2.0428512	0	0.044664234	0	0	0
2018-Dec-viral-fraction__viral-spades-short__as-yet-unknown__43364bp__000204||full	11.007878	9.376931	11.3039	8.948011	5.743375	6.082807	8.684062	1.6154178	0.7558455	6.910803	2.08367	17.050482	10.077894	0.90809435	1.0915895	8.213236	8.599409	1.3877308	3.4301975	1.4204733	1.3706813	1.637573	0.9424968	1.0540451	0.3896355	1.3502712	0.7004602
2018-Nov-viral-fraction__viral-spades-short__as-yet-unknown__35179bp__000310||full	0.86694396	3.4170759	4.2220597	5.985988	3.679152	2.7860925	2.893129	4.433194	3.7157488	1.0216049	0.8364148	1.2114465	3.5756574	0.9719603	0.98755884	1.8086582	2.2208366	0.9082324	1.8857986	1.074715	1.3627564	1.1363354	0.4712001	1.2170596	1.2037151	0.682093	0.55914325
2021-Jun-viral-fraction__viral-spades-short__as-yet-unknown__28480bp__000191||full	2.6922631	0.72062063	0.6268146	0.13972053	2.080536	0.39748958	0.43825608	1.7207713	0.23094794	0.22071508	0.055984855	3.24632	3.0154247	4.041096	0.31794193	0.58382523	1.0023711	11.584074	0.5292579	0.3531001	0.64765644	1.2786909	0.30060628	0.27212125	9.716605	0.5076623	4.649371
2019-Aug-viral-fraction__viral-spades-short__as-yet-unknown__16913bp__001317||full	0.68892765	0.2544866	0.2573982	0.05578144	0.90960115	0.32732925	0.22419354	0.5728973	0.2214089	0.13511491	0.2156049	0.5516158	1.242189	0.38322008	0.31892595	1.4972179	2.28866	0.3437376	4.2250695	0.16072093	0.28427887	0.40277955	0.56911874	0.3840159	0.45574066	0.30149943	0.18731329
2019-Jan-viral-fraction__viral-spades-short__as-yet-unknown__54621bp__000088||full	0	4.601133	4.2165365	0.27253056	1.9547328	3.3257654	3.3113773	1.4682984	0.41693407	1.0581458	0.8581194	0.44547802	1.6741332	0.6035504	0.60754347	0.5110002	0.5040597	0.9360214	0.81633675	0.8085371	1.6189989	1.2243321	0.45212898	0.6296764	0.66108996	0.44139323	0.59008795
2020-Nov-viral-fraction__viral-spades-short__as-yet-unknown__20481bp__000835||full	3.185606	0.80513346	0.78310007	1.1350778	0.24589981	1.0221897	1.398294	0.22243422	0.14856963	0.8233507	0.23138233	3.5887804	0.36247602	0.28484404	8.419406	2.601087	2.8678362	0.3645167	2.1953003	7.839354	8.212687	0.18476738	2.2813823	7.621011	1.179927	4.9713864	2.3787284
2018-Dec-viral-fraction__viral-spades-short__as-yet-unknown__35769bp__000312||full	0.42706478	4.5149784	3.501275	0.050116085	0	1.2568244	2.4601264	0	0	0.29851198	0	0.11066651	0	0	8.007343	0.7580675	0.6100437	0	0.43073416	0.8967839	0.10385482	0	0.17785786	4.0060706	0	0.2976777	0
2019-Jun-viral-fraction__viral-spades-short__as-yet-unknown__40446bp__000118||full	0	0.41432717	0.33949694	0	0.9798766	0.3663085	0.74384314	0.30984634	1.4950451	0.8466012	0.6850166	0.089487426	0.5413044	0	0	0	0	0.071615316	0.07677826	0	0	0	2.212483	0.11500788	0.5266904	0.89013016	0.54311335
2019-Mar-viral-fraction__viral-spades-short__as-yet-unknown__55397bp__000108||full	0.89018345	1.7862115	1.9679981	0.21079393	0.5366918	4.6726584	3.471244	0.95116025	1.2812812	6.1107993	4.249089	0.38303578	0.42717266	0.3213075	0.7350175	2.5693955	2.5570214	0.6708314	3.7013073	0.4539647	0.3322908	0.49989656	1.4982432	0.8507071	0.45420894	1.1638578	1.373801
2021-May-viral-fraction__viral-spades-short__as-yet-unknown__33226bp__000155||full	0.26647303	0.25512013	0.15439293	0.23266229	0.15705796	0.51355034	0.41873142	0.2540381	0.15353495	0.55702883	0.2590563	0.31279674	0.1750823	0.2402312	0.45109335	1.1324744	1.0249497	0.3870363	1.2795008	0.22202097	0.2016947	0.30124903	1.5073167	0.86128354	0.60468954	2.6073034	1.1633925
2018-Dec-viral-fraction__viral-spades-short__as-yet-unknown__29638bp__000490||full	0.32202733	1.3221118	1.3610325	0.45323712	1.6408098	1.7186928	1.611796	2.2814064	0.24588208	1.1529541	0.90621525	0.55197614	1.6157192	0.8200018	0.44466463	0.3781812	0.38736483	1.6764876	0.34718165	0.4683107	0.574543	0.90096414	0.40321353	0.5056768	0.7451701	0.5012145	0.6649635
2020-Jul-viral-fraction__viral-spades-short__as-yet-unknown__31998bp__000274||full	3.69049	0	0	0	1.6773456	0	0	0.048323393	0	0	0	2.6258135	2.0921142	1.9920746	0.4057651	3.7063189	2.0549042	1.7276268	0.5401504	0.23150276	0.5354832	0.7108078	0.32357863	0.1512218	0.21609099	0.0798481	0.14271109
2019-May-viral-fraction__viral-spades-short__as-yet-unknown__65066bp__000013||full	23.074156	3.7273822	4.8364935	0.13422666	12.169028	3.0324259	3.1359499	20.780857	18.928066	7.4478984	33.09914	54.331635	12.607897	8.910829	2.8168333	12.15963	11.898969	23.131231	5.4855156	3.2310393	7.3481855	3.4453995	13.656957	4.3981776	16.812933	7.679653	19.517696
2019-Nov-viral-fraction__viral-spades-short__as-yet-unknown__25495bp__000557||full	0.64922893	0.07225963	0.071912274	0	0	0	0.17022452	0	0	0.06654264	0	1.2957448	0	0.18234377	1.5642445	0.17036545	0.275256	0	0	1.2839969	3.0466137	0.25314608	0.19915584	0.93145066	0.048628293	0.44289207	0.12885927
2020-Mar-viral-fraction__viral-spades-short__as-yet-unknown__39203bp__000204||full	0.20100427	0.70839286	0.8326768	9.851412	0.6969729	2.4893484	1.7906989	0.9676637	0.69011164	1.4297471	0.29975137	0.19334984	0.8290744	0.65115947	0.9066736	1.4986353	1.2104493	0.8489249	6.1395235	0.6068305	0.5172298	0.7916706	0.37688813	1.4646349	0.7878967	0.8360848	0.41643745
2020-Mar-viral-fraction__viral-spades-short__as-yet-unknown__43870bp__000147||full	5.3557997	2.459667	2.4761746	7.6803975	2.2868724	3.8997862	3.2161958	3.006196	1.6725494	4.7505684	2.2615817	4.274958	3.4374187	3.8949494	5.666744	4.405974	5.194108	5.715956	5.3504753	4.840853	4.662901	5.9458556	7.6763906	6.394599	3.9450176	8.854694	8.246685
2020-Oct-viral-fraction__viral-spades-short__as-yet-unknown__31900bp__000258||full	0.3156352	0.44841173	0.486494	0	1.1813546	0	0.21312895	0.61578107	0.061682425	0.066619575	0	0.75695753	0.42122325	0.28208324	1.6066014	0.25685474	0.32915488	0.18983154	0.24625419	6.4868774	10.436273	2.4929478	0.1524948	1.4022088	0.10671696	0.13192832	0
2018-Nov-viral-fraction__viral-spades-short__as-yet-unknown__35821bp__000296||full	0	1.8689675	1.7937106	1.5079212	0.4986231	1.863554	1.6566504	0.3498541	0.38934347	0.4590177	0.42672962	0	0.431869	0	0.1665646	0.0745535	0.10382702	0.047486298	0.24557693	0.109742254	0.10064919	0.09406362	0	0.13842848	0	0.09761318	0
2020-Nov-viral-fraction__viral-spades-short__as-yet-unknown__34923bp__000249||full	6.4609594	2.1723313	2.4756398	0.31220213	57.202007	1.0801051	1.5397851	16.544933	6.557545	0.3669284	4.980957	11.899622	81.38871	25.623817	6.7808447	3.9417953	5.79093	10.47462	1.8790598	8.185995	17.366976	29.736567	0.5578062	3.7969568	4.513729	1.0594516	0.28908482
2019-Jan-viral-fraction__viral-spades-short__as-yet-unknown__43320bp__000177||full	0.377815	1.1110363	1.897129	0	0.80443424	0.667987	0.979933	2.9484937	0.16998659	0.7050815	0.4717223	0.58989835	0.19175446	0.31532103	0	0.4381402	0.3159356	0.2671301	0.45479324	0.16565666	0.3843304	0.30460486	0	0	0.17821978	0	0.12507872
2018-Nov-viral-fraction__viral-spades-short__as-yet-unknown__29076bp__000482||full	0.10025714	1.442986	1.4578979	0.33254457	1.2160845	0.5558615	0.7659765	0.6084358	0.9188032	0.15730226	0.13586758	0.15129368	1.5320345	0.06362196	0	0.13608527	0.12431782	0.08565791	0.2223661	0	0.14514585	0.08249525	0	0	0.11538999	0	0
2020-Feb-viral-fraction__viral-spades-short__as-yet-unknown__29063bp__000406||full	6.1910334	3.3955102	3.230862	1.8536023	0.07533077	4.183714	4.9105964	0.07870046	0.26427782	2.04077	0.764326	6.825619	0.101570524	0.28275263	4.417452	11.134137	8.39044	0.60465115	6.0340195	3.6620634	3.35917	1.610306	2.3884122	3.865525	0.8156308	1.8047632	1.2104824
2021-Jun-viral-fraction__viral-spades-short__as-yet-unknown__38265bp__000098||full	0	0	0	0	1.8985068	0	0	0.22004418	0.20830522	0	0.37791118	0	0.4382161	0.15244587	0	0	0	0.47780815	0	0	0.14319365	0.29006493	0	0	16.260353	0	0.6021741
2019-Jun-viral-fraction__viral-spades-short__as-yet-unknown__36663bp__000144||full	1.3420451	2.953154	3.4037404	1.6007448	1.9262762	5.0297747	4.165628	3.4656956	1.7665927	4.1255383	3.3716192	1.9986876	2.5342643	2.2571194	3.0186446	4.0015674	3.4193447	2.5408924	6.1784444	1.7729983	1.6589603	1.6830089	2.8780124	4.256923	2.1102533	5.1566167	3.2512307
2021-Jun-viral-fraction__viral-spades-short__as-yet-unknown__19454bp__000441||full	0.10094077	4.673744	3.2520025	0.720573	0.3499467	2.1241806	3.3187091	0.32684597	0.9008807	1.0415658	1.7169659	0	0.2520287	0.7789834	0.058955364	0.10282877	0.076467164	1.0446935	0	0	0	0.043529376	0	0	15.803471	0	1.1497108
2018-Nov-viral-fraction__viral-spades-short__as-yet-unknown__17960bp__001296||full	0.09452262	12.100083	14.079145	3.3675103	0.40451366	8.228938	7.4310327	0.33800584	0.6254264	1.3866674	0.8679166	0.13992535	0.40620658	0.25149077	0.17870386	0.45677269	0.9496275	0.1596643	1.3700707	0.14106357	0.1797719	0.55934584	0.17169301	0.1849362	3.9085877	0.121832676	0.15187551
2020-Nov-viral-fraction__viral-spades-short__as-yet-unknown__25535bp__000504||full	0.05094418	0	0	0.22506732	0.23933354	0	0.05476515	0.32926622	0	0	0	0.06163388	0.21646175	0.6753403	2.6641183	0.16066885	0.08085942	0	0.1263447	2.9113925	3.5594416	2.4308922	0.1261805	1.6796488	0.12024077	0.3548427	0.09512768
2020-Sep-viral-fraction__viral-spades-short__as-yet-unknown__44900bp__000088||full	0	0	0	0	0	0	0	0	0	0	0	0	0	0.61326087	0.19756618	0	0	0	0.05100826	0.22595495	0.6733123	1.4157037	0.28181767	0.12676845	0.08063963	0.109749645	0.16174088
2019-May-viral-fraction__viral-spades-short__as-yet-unknown__60114bp__000025||full	0.056751713	0.112709604	0.10616196	2.1423967	0.3222911	0.6161304	0.37418208	0.28080988	0.75886947	2.1382968	2.5579238	0.07809721	0.43083188	0.29148784	0.090443514	0.23421869	0.25141108	0.6087519	0.59269845	0.06506822	0.09250064	0.25926343	0.17935964	0.08851957	0.33907107	0.10135147	0.2198618
2019-Aug-viral-fraction__viral-spades-short__as-yet-unknown__134331bp__000005||full	2.341164	0.24729566	0.27288896	17.338268	6.2441874	0.46016097	0.4673098	4.4638996	1.4460984	1.2709558	5.285028	1.9410448	4.4421167	5.277008	0.9784217	1.0975202	1.5998356	8.697771	1.1136655	0.8131637	1.2226293	2.3683262	2.0323374	0.9115118	4.049875	1.4384948	1.1386983
2018-Nov-viral-fraction__viral-spades-short__as-yet-unknown__229578bp__000001||full	0.048282508	3.806522	6.1547594	0	0	0.5462734	2.91084	0	0	0.34347576	0	0.41700193	0	0	1.4856609	0.08308006	0.07021075	0	0	3.68937	0.100429505	0.459827	0	0.7742226	0	0	0
2020-Oct-viral-fraction__viral-spades-short__as-yet-unknown__40378bp__000132||full	0.5799131	4.3355904	4.5099463	3.159212	0.6677254	4.0108585	4.9782305	0.43273306	0.40173158	1.5230123	0.32936475	0.92520446	1.1002173	14.646349	4.2263203	2.815759	1.9292331	0.503761	3.2205775	7.2170877	11.825006	15.888554	1.1979004	4.436764	0.54146236	1.3735931	0.97860014
2021-Jun-viral-fraction__viral-spades-short__as-yet-unknown__60786bp__000019||full	0.34894037	1.0348563	1.0246285	0.59894496	1.4161152	0.8092569	0.7970014	2.2340932	1.8842039	0.1477223	1.4343443	0.3431404	0.90303713	2.0162134	0.632839	0.5007515	0.43467635	9.183815	0.56195676	0.74538565	0.9791485	1.9234866	0.7161468	0.5978081	207.65614	0.22216879	10.370779
2020-Oct-viral-fraction__viral-spades-short__as-yet-unknown__17792bp__000959||full	0.41208604	0.114418	0.071846075	0	4.0369577	0	0.05213683	0.6413025	0	0	0	0.6795338	3.9018657	0.33244646	0.61497724	0.2717172	0.106651254	0.062286954	0	0.419027	1.5503066	1.0604463	0.19270201	0.21127181	0.589921	0	0.06264622
2020-Dec-viral-fraction__viral-spades-short__as-yet-unknown__39734bp__000142||full	0	0.16725892	0	0	0.097834066	0	0	0.1162054	0.18410608	0	0.38388073	0	0.436225	0.35672152	2.2663999	0	0	0	0	2.5379758	1.2667902	0	0	0.39196613	0.30986646	0	0.3252778
2020-Sep-viral-fraction__viral-spades-short__as-yet-unknown__21395bp__000613||full	0	0.082535945	0.050049793	0	2.7340207	0	0	1.2422411	0.40957546	0	0	0	0.61243516	0.62787145	0.5551397	0	0.059956938	1.6667833	0.06827032	1.8889947	11.439265	36.978107	0.08906264	0.28349602	0	0	0
2018-Dec-viral-fraction__viral-spades-short__as-yet-unknown__33425bp__000369||full	0.2497005	7.7343397	9.129804	0.13274081	0.20566882	2.9859776	3.6136303	0.14844447	0.15881926	0.8248277	0.36434478	0.3540704	0.33810198	0.13587679	0.3306133	0.8835264	0.92744553	0.09158605	1.2006966	0.6760259	1.6533837	0.8167143	0.11810071	0.25488153	0.11092732	0.1068096	0.09827482
2020-Nov-viral-fraction__viral-spades-short__as-yet-unknown__20007bp__000887||full	0	0	0	0	0.106601045	0	0	0	0	0	0	0	0	0	1.188856	0	0	0	0	1.9705609	5.004718	0.98226595	0	0.620343	0	0	0
2019-Apr-viral-fraction__viral-spades-short__as-yet-unknown__17631bp__001060||full	0.05427615	0.20190555	0.19544001	0.76007175	0.34041798	0	0.109300055	0.5073811	0.04236749	0.105255865	0.09991566	0	0.2718051	0.25158355	0.92015135	0.58090985	0.37175438	0.3412574	1.4170399	0.7013737	0.5764992	0.78079057	0.36769786	0.7862229	0.43769488	0.3901113	0.21458541
2021-Mar-viral-fraction__viral-spades-short__as-yet-unknown__25828bp__000387||full	0.2268188	0.05146129	0.042800188	0.36647597	0	0.23203655	0.15306163	0	0	0.07610177	0.10921749	0.21501324	0.29204556	0.105102725	1.6943902	2.3344884	4.393922	0.050430283	2.4344687	0.8361904	0.67983043	1.8637668	1.2850682	1.7924	0.29312992	0.92295676	0.16616857
2021-Jan-viral-fraction__viral-spades-short__as-yet-unknown__26996bp__000413||full	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.2831163	0	0	0	0	0	0	0	0	2.9637592	0	0.1035427	0
2019-Nov-viral-fraction__viral-spades-short__as-yet-unknown__19535bp__000970||full	0.21392241	0.1798035	0	0	0	0	0	0	0	0	0	1.5404589	0	0	0	0.07760494	0.10620893	0	0.06385035	0	0	0.26304546	0	0	0	0	0
2020-Dec-viral-fraction__viral-spades-short__as-yet-unknown__39975bp__000141||full	0	0.29598075	0.42062208	0.060482047	0.033110842	0.49451324	0.43791363	0.08636642	0	0.24284647	0.05550283	0	0	0	15.076981	1.659851	1.1857538	0.059572123	1.1395301	19.605164	21.520437	1.0962014	7.2055287	11.424753	0.5039005	10.503636	2.16308
2019-Dec-viral-fraction__viral-spades-short__as-yet-unknown__57936bp__000069||full	11.381558	1.0586737	1.3765526	0.33194506	7.0339117	1.6290717	1.2710238	4.6579432	0.25053754	1.7466813	0.5369113	12.73563	6.6568027	3.0656185	3.8197293	6.011187	7.943815	3.5633726	8.435902	4.5601864	5.155181	5.9294086	5.9174085	4.842635	2.0488577	7.239918	4.865542
2019-Mar-viral-fraction__viral-spades-short__as-yet-unknown__32512bp__000403||full	0	0	0	0.48723108	0.18788828	0.7808674	0.248732	0.21175794	0.9257795	6.645079	4.640396	0	0.07829963	0	0.12958618	0.27410904	0.43570903	0	1.4151423	0	0	0.09172504	0.81471056	0.25782967	0.19175649	0.89165086	0.41286537
2020-Feb-viral-fraction__viral-spades-short__as-yet-unknown__18313bp__001175||full	2.7645957	3.8143432	1.1742604	7.3364983	0	10.919564	17.458628	0	0.2308043	7.9291353	1.1618202	0.071044415	0	0	0.53643113	6.978408	5.6700716	0.09348751	2.4554276	0.0730844	0	0	0.68470556	0.75162435	0.11822746	1.0270356	0.323452
