	X1.2018-Nov	X2.2018-Dec	X3.2019-Jan	X4.2019-Feb	X5.2019-Mar	X6.2019-Apr	X7.2019-May	X8.2019-Jun	X9.2019-Jul	X10.2019-Aug	X11.2019-Sep	X12.2019-Oct	X13.2019-Nov	X14.2019-Dec	X15.2020-Jan	X16.2020-Feb	X17.2020-Mar	X18.2020-Apr	X19.2020-May	X20.2020-Jun	X21.2020-Jul	X22.2020-Aug	X23.2020-Sep	X24.2020-Oct	X25.2020-Nov	X26.2020-Dec	X27.2021-Jan	X28.2021-Feb	X29.2021-Mar	X30.2021-Apr	X31.2021-May	X32.2021-Jun
X2018.Nov.viral.fraction__viral.spades.short__as.yet.unknown__33337bp__000358..full	12.0177765	10.250899	7.468756	6.5045066	1.5482953	1.3419713	0.7773033	0.54354	0.45571148	0.86532986	0.71315813	0.595760815	0.4783635	0.49101353	1.528678	1.207162	2.0695903	1.593525295	1.11746029	0.641395285	0.16533028	0.24672258	0.96079063	3.6219935	4.0036917	5.61113	3.7832832	2.7647051	1.746127	1.282344	0.79857326	1.0823133
X2018.Nov.viral.fraction__viral.spades.short__as.yet.unknown__33295bp__000361..full	12.281113	11.421375	8.711585	7.2883315	2.494318	4.794554	2.120666	5.9837546	13.945194	25.67068	35.687874	25.334033	14.980192	15.042064	13.895308	10.434175	5.4604864	8.001452675	10.54241895	13.083385225	15.6243515	33.625145	31.641218	15.107226	8.406524	8.450072	4.291496	2.81121695	1.3309379	0.82972586	0.8711503	5.621449
X2018.Nov.viral.fraction__viral.spades.short__as.yet.unknown__33219bp__000366..full	11.097576	11.977506	15.842767	13.896343	4.602839	0.23238495	2.895195	0.8660099	0.28573674	0.28120673	0.38109642	0.66497874	0.94886106	1.3962721	2.5130997	2.0994525	0.7576345	0.5873184225	0.417002345	0.2466862675	0.07637019	0	0	0	0	0	0.056012023	0.0280060115	0	0	0	0
X2018.Nov.viral.fraction__viral.spades.short__as.yet.unknown__33051bp__000369..full	6.1185327	4.8757615	1.9815919	1.3032662	1.1407863	0.3221377	0.14269568	0.05098995	0.059246425	0.059381224	0.083998606	0.171535188	0.25907177	0.67449373	0.70061713	0.85899395	0.45374867	0.36008929	0.26642991	0.17277053	0.07911115	0	0	0.107852496	0	0	0	0	0	0	0	0
X2018.Nov.viral.fraction__viral.spades.short__as.yet.unknown__32858bp__000373..full	2.5872114	2.3478312	2.1167836	2.5176358	0.7545383	0.101007536	0.15580644	0.1397802	0.20834298	0.25684038	0.5201409	0.44204887	0.36395684	0.42713487	0.6406614	0.5335923	0.47436967	0.3557772525	0.237184835	0.1185924175	0	0	0.31598023	0.17364107	0.17701216	0.24544844	0.30929884	0.27496902	0.2406392	0.15655719	0	0
X2018.Nov.viral.fraction__viral.spades.short__as.yet.unknown__32377bp__000392..full	1.7804137	1.405465	1.3210808	1.1067028	0.6018174	0.5598884	0.34745353	0.56860965	0.87183785	0.80938244	0.8004596	0.5653558	0.330252	0.32074133	0.42051834	0.36215138	0.39968556	0.47508496	0.55048436	0.62588376	0.70128316	0.77667356	0.5776539	0.9644272	0.81301546	0.6798862	0.8301107	0.656263025	0.48241535	0.43978715	0.49910414	0.66439044
X2018.Nov.viral.fraction__viral.spades.short__as.yet.unknown__32242bp__000396..full	2.1412094	1.8582149	1.300961	1.2222893	0.27555212	0.7433379	0.087181866	0	0	0	0	0.0444742	0.0889484	0.084066585	0.3698868	0.19071028	0.5695764	0.4271823	0.2847882	0.1423941	0	0	0.129622	0.057976134	0.056468032	0.049672812	0	0	0	0	0	0
X2018.Nov.viral.fraction__viral.spades.short__as.yet.unknown__32123bp__000400..full	11.125468	13.915798	9.894002	7.986163	3.1967595	0.6473833	2.7059832	3.1527038	5.4132476	51.21018	18.797443	11.998051	5.198659	5.0331335	4.1068068	4.4391575	3.1919787	5.477927025	7.76387535	10.049823675	12.335772	7.863519	7.7931676	4.541604	2.6397903	3.2139978	1.9555486	1.4353543	0.91516	0.7795625	0.6960367	5.720286
X2018.Nov.viral.fraction__viral.spades.short__as.yet.unknown__31468bp__000411..full	0.4426757	0.41941947	0.09214532	0	0	0	0	0.05673952	0.46539253	0.98097575	2.0191178	1.063289825	0.10746185	0	0	0	0	0	0	0	0	0	0	0	0.04256669	0	0	0	0	0	0	0
X2018.Nov.viral.fraction__viral.spades.short__as.yet.unknown__31361bp__000412..full	3.3922846	3.6758053	3.7898664	2.5929823	0.7361613	0.9430977	0.5190457	0.20042142	0	0	0	0	0	0.0803952	0.19558746	0.28293127	0.29671046	0.222532845	0.14835523	0.074177615	0	0	0	0	0	0	0	0	0	0	0	0
X2018.Nov.viral.fraction__viral.spades.short__as.yet.unknown__31250bp__000417..full	9.341169	7.882648	7.681492	7.510085	3.4128282	0.5443811	2.978893	1.1876373	3.2007673	1.838406	3.8935	4.5113135	5.129127	3.680663	4.2187853	4.6746807	3.8708389	3.308665475	2.74649205	2.184318625	1.6221452	2.0711691	2.0582237	3.545367	4.2548194	6.208067	7.841563	6.1380931	4.4346232	1.9569302	2.7036314	1.4670182
X2018.Nov.viral.fraction__viral.spades.short__as.yet.unknown__31137bp__000421..full	7.725282	6.5998793	2.891593	3.0649273	1.7335966	0.6508228	0.59658027	0.1208332	0.2843316	0.3119922	0.42195728	0.362099555	0.30224183	0.43161958	0.43313894	0.4008851	0.50355154	0.4104428375	0.317334135	0.2242254325	0.13111673	0.15099508	0.41985178	0.40986103	0.27339906	0.23732243	0.2617465	0.226195345	0.19064419	0.273107	0.19278575	0.08753564
X2018.Nov.viral.fraction__viral.spades.short__as.yet.unknown__30969bp__000425..full	40.211864	39.416367	48.132473	52.127155	61.175873	9.517738	27.450115	9.211457	24.932976	21.301638	28.698881	27.3544645	26.010048	32.958767	31.021029	32.14763	26.576895	26.798153	27.019411	27.240669	27.461927	22.336618	22.216118	27.428343	24.849878	27.435057	28.780464	31.1230085	33.465553	37.09946	28.759575	14.8073635
X2018.Nov.viral.fraction__viral.spades.short__as.yet.unknown__30604bp__000432..full	8.072599	9.2754545	4.286842	4.0268745	2.0598893	2.8811398	0.6106345	0.31821996	0.35328156	0.2709523	0.2219181	0.298510175	0.37510225	1.0237811	2.8879607	2.982786	2.2187214	1.77894392	1.33916644	0.89938896	0.45961148	0.25479192	0.4642734	0.5944024	0.5997944	0.880082	1.1011302	2.1817015	3.2622728	3.2446678	2.1448724	0.9319221
X2018.Nov.viral.fraction__viral.spades.short__as.yet.unknown__30413bp__000437..full	2.8426595	2.8234336	2.2243974	1.90497	0.25918546	0.8175048	4.741611	4.672677	1.991345	1.1536523	0.8101029	0.537161835	0.26422077	0.3040013	0.224037	0.25369397	0.2739675	1.905084875	3.53620225	5.167319625	6.798437	1.3841383	1.0774688	0.60282445	0.37535092	0.23500212	0.23433563	0.149699393	0.065063156	0.173187	0.46484444	4.9999814
X2018.Nov.viral.fraction__viral.spades.short__as.yet.unknown__29807bp__000454..full	16.074055	15.0252075	17.897009	19.008385	9.279085	24.99611	7.2379403	3.3601675	7.3377175	5.6556997	10.847013	8.7121947	6.5773764	6.175808	5.246345	4.3664293	2.5331733	2.226991	1.9208087	1.6146264	1.3084441	1.6650938	1.8988273	3.8854232	3.804358	5.6411195	5.8294272	4.81269845	3.7959697	1.9214591	1.7175413	1.3138576
X2018.Nov.viral.fraction__viral.spades.short__as.yet.unknown__29499bp__000464..full	14.553411	13.963974	8.884207	5.783169	1.0431263	1.830804	0.28159305	0.1794255	5.853939	5.486743	3.3957353	2.2638762	1.1320171	0.88127494	0.9498345	1.0734447	3.3083065	2.831591075	2.35487565	1.878160225	1.4014448	0.76596516	0.86526066	1.8872395	2.7360966	2.0096214	2.307712	1.6115062	0.9153004	0.9297467	0.7861277	0.5802233
X2018.Nov.viral.fraction__viral.spades.short__as.yet.unknown__29153bp__000478..full	6.616159	4.9921155	2.8211033	1.8929586	0.5523772	0.10264647	0	0	0	0	0	0	0	0.25518054	1.645551	1.2401403	0.27651158	0.207383685	0.13825579	0.069127895	0	0	0	0	0	0	0	0	0	0	0	0
X2018.Nov.viral.fraction__viral.spades.short__as.yet.unknown__29076bp__000482..full	1.4578979	1.442986	0.7659765	0.5558615	0.15730226	0.33254457	0.13586758	0.9188032	0.6084358	1.2160845	1.5320345	0.84166409	0.15129368	0.10025714	0.12431782	0.13608527	0.2223661	0.1881890525	0.154012005	0.1198349575	0.08565791	0.06362196	0.08249525	0.14514585	0	0	0	0	0	0	0	0.11538999
X2018.Nov.viral.fraction__viral.spades.short__as.yet.unknown__28937bp__000486..full	1.9430938	1.8442608	2.0644174	1.4557586	0.32690594	0.5904461	0.26424485	0.08005565	0	0	0	0	0	0.067082085	0.2543761	0.4302031	0.47432306	0.355742295	0.23716153	0.118580765	0	0	0	0	0	0	0.22274344	0.207176745	0.19161005	0.21336725	0.123796895	0.114531696
X2018.Nov.viral.fraction__viral.spades.short__as.yet.unknown__28920bp__000487..full	1.0843036	1.0541621	1.5279416	1.9485048	0.42952335	1.3275353	0.18775412	0.04598919	0	0	0	0	0	0	0.17967333	0.11617593	0.21101889	0.1582641675	0.105509445	0.0527547225	0	0	0	0	0	0.072457656	0.07624156	0.03812078	0	0	0	0
X2018.Nov.viral.fraction__viral.spades.short__as.yet.unknown__28687bp__000495..full	28.086422	31.419067	14.805215	10.747247	2.8651848	4.084876	1.0039182	0.20672703	0.07472662	0.079817735	0.070275545	0.3429962375	0.61571693	2.0931733	4.9191446	1.7501205	2.1627846	1.63420181825	1.1056190365	0.57703625475	0.048453473	0	3.8541093	3.1516058	4.167227	2.0379891	1.5304066	0.949132685	0.36785877	0.26771596	0.08894615	0.07826416
X2018.Nov.viral.fraction__viral.spades.short__as.yet.unknown__28664bp__000499..full	6.421643	6.928412	10.260232	8.303856	4.4496636	9.832641	1.7111633	0.7313014	0.30994368	0.29565257	0.36061272	0.300991245	0.24136977	0.2069959	0.40958247	0.56371343	0.7187636	1.17364955	1.6285355	2.08342145	2.5383074	0.5746872	0.30489054	0.32903352	0.4219481	0.6183345	0.715372	0.6025827	0.4897934	0.36048305	0.25853503	0.4612344
X2018.Nov.viral.fraction__viral.spades.short__as.yet.unknown__28656bp__000500..full	44.40403	38.43863	30.965765	29.913675	9.107274	22.585714	4.3799205	2.8388166	4.2100782	4.4502068	5.8734617	5.11031135	4.347161	4.234434	8.550289	7.507103	8.218336	6.53059905	4.8428621	3.15512515	1.4673882	1.8212277	3.025127	3.3391201	3.316455	4.7531404	5.575681	4.931438	4.287195	2.5784676	3.1144364	2.5239258
X2018.Nov.viral.fraction__viral.spades.short__as.yet.unknown__28236bp__000512..full	9.982302	8.776186	6.116315	4.2110357	1.7678434	7.8114376	1.638719	0.55265754	0.15366556	0.15356429	1.2706441	2.51289435	3.7551446	2.953853	3.4304452	5.117266	3.7612164	2.919281145	2.07734589	1.235410635	0.39347538	0.17673178	0.21697018	2.8358362	2.105896	1.4573092	1.0728122	0.69972971	0.32664722	0.48768705	0.22366686	0.19823107
X2018.Nov.viral.fraction__viral.spades.short__as.yet.unknown__27463bp__000544..full	10.826392	7.7335467	2.334399	2.564815	0.2746174	0.6198299	0.102701485	0	0	0.05171876	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
X2018.Nov.viral.fraction__viral.spades.short__as.yet.unknown__26808bp__000580..full	1.2225213	1.2283573	1.452098	1.2279462	0.28991786	0.7534476	0.13599668	0.079513125	0	0	0	0.140218185	0.28043637	0.19492833	0.37879786	0.45952338	0.7402213	0.555165975	0.37011065	0.185055325	0	0	0.102834	0.085098185	0.13142885	0.14892213	0.122847624	0.061423812	0	0	0	0
X2018.Nov.viral.fraction__viral.spades.short__as.yet.unknown__26762bp__000583..full	4.6143703	3.6606338	1.2665503	1.1227994	0.3597716	0	0.7086748	3.4662573	1.2770128	1.0625293	2.2340708	2.1476232	2.0611756	0.87591964	0.92569673	0.68817073	0.53370136	0.651344845	0.76898833	0.886631815	1.0042753	1.1356331	2.6463985	2.6754062	1.1639007	0.60786176	0.544399	0.38271108	0.22102316	0.4322506	0.5822959	2.8227456
X2018.Nov.viral.fraction__viral.spades.short__as.yet.unknown__26272bp__000609..full	0.95458126	1.3298343	1.3432524	1.5381323	0.37444326	0	0.0954849	0	0.09022317	0.10018144	0.10469509	0.115916345	0.1271376	0.17958495	0.31061617	0.29183218	0.1626788	0.18129688	0.19991496	0.21853304	0.23715112	0.09716704	0.2654165	0.21320951	0.3195743	0.48862457	0.411827	0.290589005	0.16935101	0.3298578	0.10158453	0.112086125
X2018.Nov.viral.fraction__viral.spades.short__as.yet.unknown__26176bp__000613..full	8.571599	7.045856	3.2824595	3.1052735	0.37127113	0.5840553	0.13204956	0.06647388	0.07441752	0.10869408	0.13086934	0.140699065	0.15052879	0.11731036	0.13632618	0.09764164	0.30301276	0.22725957	0.15150638	0.07575319	0	3.5164068	28.430864	10.980159	4.9324546	5.0676045	2.451424	1.42669439	0.40196478	0.20633854	0	0.09614859
X2018.Nov.viral.fraction__viral.spades.short__as.yet.unknown__26137bp__000615..full	80.51717	67.297714	36.183514	40.99239	7.7983522	23.004147	1.6978829	2.8823938	6.005829	6.7869654	6.9747577	4.0683347	1.1619117	1.5238955	4.397531	3.3328464	5.119698	4.131590175	3.14348235	2.155374525	1.1672667	2.818772	10.249353	7.8229446	8.091047	11.802682	10.953178	7.26734345	3.5815089	1.7691343	0.9190438	1.4508436
X2018.Nov.viral.fraction__viral.spades.short__as.yet.unknown__25903bp__000630..full	0.9752192	0.8701558	0.40327418	0.32294652	0.14213319	0.048135966	0.19628048	0	0.11299745	0.060203966	0.042542227	0.0212711135	0	0.041120365	0.13484451	0.16111916	0.14035672	0.10526754	0.07017836	0.03508918	0	0	0.15512502	2.3748758	2.1771681	1.0435798	0.6403929	0.422248165	0.20410343	0.4994518	0.39780077	0.28945914
X2018.Nov.viral.fraction__viral.spades.short__as.yet.unknown__25479bp__000647..full	0.82483894	0.7572412	1.0944444	0.9371073	0.26124978	1.1496916	0.13322125	0.10489532	0.07437383	0.039297163	0.04581293	0.165637445	0.28546196	0.17424494	0.39450717	0.5880942	0.7292134	0.57997021	0.43072702	0.28148383	0.13224064	0.05329559	0.04014617	0.052613106	0.08573981	0.16091731	0.23039524	0.22129647	0.2121977	0.181636	0.1283772	0.07824112
X2018.Nov.viral.fraction__viral.spades.short__as.yet.unknown__25188bp__000665..full	5.252059	4.394236	2.0030227	1.2424394	0.28043053	0	0.18236114	0	0	0	0	0	0	0	1.597176	1.9817001	0.8440716	0.6330537	0.4220358	0.2110179	0	0	0.15164766	0	0	0	0	0	0	0	0	0
X2018.Nov.viral.fraction__viral.spades.short__as.yet.unknown__24836bp__000688..full	11.047582	8.8845415	5.6420813	8.1443815	2.49005	0.051952463	0.22133318	0	0	0.041045293	0	0	0	0	4.2197485	4.580092	3.5382683	2.653701225	1.76913415	0.884567075	0	0	0.6337635	0.44290957	0.47213924	0.6528104	0.61698717	0.4562459	0.29550463	0.14151147	0	0
X2018.Nov.viral.fraction__viral.spades.short__as.yet.unknown__24348bp__000714..full	5.81573	3.5663087	1.961333	1.8536723	0.3848397	0.7489191	0.311181	0.06787413	0	0.1537531	0.7043404	0.66782605	0.6313117	0.8419766	0.9301451	1.0512782	1.538019	1.16801887175	0.7980187435	0.42801861525	0.058018487	0.9657569	2.6713545	0.9479287	0.51543826	0.7804218	0.4201196	0.276211105	0.13230261	0.24834186	0.045475192	0.09929924
X2018.Nov.viral.fraction__viral.spades.short__as.yet.unknown__24330bp__000717..full	37.34145	30.871439	8.385236	4.5982413	1.6962024	0.9349865	0.16452606	0	0	0.048465297	0.10147436	0.97313713	1.8447999	1.1058104	0.97706807	0.86362106	0.101849146	0.0763868595	0.050924573	0.0254622865	0	0	0	4.685743	2.5829527	1.208113	1.0145196	0.582564995	0.15061039	0.05235014	0	0
X2018.Nov.viral.fraction__viral.spades.short__as.yet.unknown__24255bp__000723..full	1.8008205	3.1914892	1.0836568	0.97282076	0.15013339	0.59180015	0.0923897	0	0	0	0.05845933	0.183774615	0.3090899	0.11629524	0.16532803	0.13732678	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
X2018.Nov.viral.fraction__viral.spades.short__as.yet.unknown__24078bp__000736..full	19.535135	12.10791	5.238092	4.836767	1.1322625	0.35904062	0.46586332	0.15102465	0.5403378	1.2073687	3.0092394	2.13404905	1.2588587	0.7307459	0.9203803	0.5787813	0.9133177	0.7750707125	0.636823725	0.4985767375	0.36032975	1.4751712	4.099874	1.8843321	1.5875496	1.1861516	0.97122294	0.79595087	0.6206788	0.2929339	0.22830476	0.27110964
X2018.Nov.viral.fraction__viral.spades.short__as.yet.unknown__23874bp__000747..full	2.6826258	3.3778229	2.567262	1.2564633	0.29076138	0.2909609	0	0	0	0	0	0.214210765	0.42842153	0.37299886	1.6707175	1.8206084	2.889668	2.167251	1.444834	0.722417	0	0	0	0.30363816	0.41514397	0.9780826	0.34992132	0.215127053	0.080332786	0	0	0
X2018.Nov.viral.fraction__viral.spades.short__as.yet.unknown__23858bp__000751..full	9.853207	10.153375	3.4382284	2.1002152	0.33580592	0	0.099568166	0.1220265	0	0.28679177	0.24720638	0.19177712	0.13634786	0.07536294	0	0.137092	0.18277244	0.13707933	0.09138622	0.04569311	0	0.16592565	0.21859582	0.18619418	0.09853834	0.07897756	0	0	0	0	0	0
X2018.Nov.viral.fraction__viral.spades.short__as.yet.unknown__23430bp__000779..full	1.3522106	0.95724607	0.86492765	0.84683484	0.57421243	0.9235937	0.04998823	0	0.07641893	0.08559214	0.07733426	0.08280272	0.08827118	0.10977175	0.15429382	0.15556943	0.25981924	0.19486443	0.12990962	0.06495481	0	0.08664792	2.0825524	1.1665884	0.62557465	0.8201507	0.4973235	0.375256	0.2531885	0.09247161	0.113791786	0
X2018.Nov.viral.fraction__viral.spades.short__as.yet.unknown__23116bp__000795..full	0.95606637	1.1938146	2.3027394	2.8608816	2.0269296	0.28564763	1.1113123	0.3550756	0.76107115	0.59235924	0.6090166	0.419036635	0.22905667	0.20015351	0.36889789	0.33376223	0.27524072	0.28117487	0.28710902	0.29304317	0.29897732	0.09394767	0.15551108	0.0951698	0.12009453	0.15219994	0.12959626	0.13929984	0.14900342	0.25187394	0.41912162	0.41471228
X2018.Nov.viral.fraction__viral.spades.short__as.yet.unknown__22487bp__000854..full	7.7917876	7.5082674	4.4950347	3.8960953	1.3138645	0.34862062	0.46511254	0.12599635	0	0.1603587	0.73701304	0.770469395	0.80392575	0.67390686	0.7589482	0.59555435	0.76512784	0.83451373	0.90389962	0.97328551	1.0426714	0.53119045	1.54219	1.8068036	0.98594993	0.778399	0.5862839	0.49357762	0.40087134	0.27809575	0.25217146	0
X2018.Nov.viral.fraction__viral.spades.short__as.yet.unknown__22304bp__000873..full	8.89574	6.994095	2.8614204	3.6297686	1.2770249	12.615242	1.1593927	0.38455895	0.28633967	0.34233242	0.3713639	0.28633621	0.20130852	0.12831688	1.939097	1.124457	1.9691426	1.4936810035	1.018219407	0.5427578105	0.067296214	0.08724464	0.20575644	0	0	0	0.07654009	0.038270045	0	0.09987778	0	1.9553319
X2018.Nov.viral.fraction__viral.spades.short__as.yet.unknown__22170bp__000878..full	10.888919	9.467925	3.9838126	4.4939876	0.7862162	0.17097174	0.18137605	0	0	0.042743113	0	0	0	0	1.193397	0.923442	1.413552	1.060164	0.706776	0.353388	0	0.12928763	1.3214872	0.68995124	0.62984264	1.1044546	0.579657	0.348415215	0.11717343	0.17356871	0	0
X2018.Nov.viral.fraction__viral.spades.short__as.yet.unknown__21857bp__000903..full	1.495238	1.5538616	2.2952042	2.2199085	0.49671406	1.021458	0	0	0	0	0	0.020297335	0.04059467	0.07570625	0.47296652	0.20865138	0.23935801	0.1795185075	0.119679005	0.0598395025	0	0	0	0	0.10892826	0.7217233	0.7342699	0.45657853	0.17888716	0.1291337	0	0
X2018.Nov.viral.fraction__viral.spades.short__as.yet.unknown__21458bp__000936..full	15.654704	22.136778	9.952615	7.6755385	2.3539627	5.111472	0.7524698	2.2846825	4.7540326	4.847076	7.364446	4.4938975	1.623349	1.8240228	3.3212225	3.0765662	2.7656655	2.383901175	2.00213685	1.620372525	1.2386082	1.7917536	2.6198125	1.570757	1.2205793	1.5210223	1.5579755	1.3301169	1.1022583	0.9975255	0.6793771	1.1807606
X2018.Nov.viral.fraction__viral.spades.short__as.yet.unknown__21097bp__000967..full	20.531008	19.671785	5.99858	4.3282084	2.1135695	1.1671481	0.7229951	0.2646989	0.39228606	0.20877899	0.12350011	0.18135755	0.23921499	0.5786475	0.7588427	0.8720696	4.899201	3.76562902	2.63205704	1.49848506	0.36491308	0.13360219	0.111034356	0.0907609	0.07177569	0.07214371	0.09701856	0.0954044075	0.093790255	0	0.043560196	0
X2018.Nov.viral.fraction__viral.spades.short__as.yet.unknown__20684bp__000984..full	6.025057	4.3239913	4.3351526	2.6982317	0.6133817	0.09281092	0.07103921	0	0	0	0	0.23438619	0.46877238	0.1869836	0.099097945	0.08705965	0	0	0	0	0	0	0.07186301	0.7787016	1.0334182	0.60882545	0.219458	0.109729	0	0	0	0
X2018.Nov.viral.fraction__viral.spades.short__as.yet.unknown__20656bp__000988..full	3.7219417	3.8594413	7.2251277	5.0457215	1.9275093	0.11391634	1.5320717	0.53854835	0.09231589	0.121177375	0.11746358	0.120068725	0.12267387	1.3509365	5.188348	7.8848977	4.1078997	3.15210789	2.19631608	1.24052427	0.28473246	0.2030242	0.20065928	0.09024216	0.17717871	0.8485173	1.2662237	0.820154085	0.37408447	0.46736175	0.19975233	0.30134463
X2018.Nov.viral.fraction__viral.spades.short__as.yet.unknown__20227bp__001029..full	1.9410369	1.8583368	1.282221	0.9012321	0.32852727	0.9643419	0.20781724	0.09773326	0.31999117	1.048933	1.3383842	0.791643875	0.24490355	0.16415265	0.21959047	0.2247928	0.22735834	0.170518755	0.11367917	0.056839585	0	0	0.2979896	0.27895987	0.13724919	0	0	0	0	0	0	0
X2018.Nov.viral.fraction__viral.spades.short__as.yet.unknown__20121bp__001042..full	14.804204	12.155126	7.6540594	8.409079	3.14074	3.0163412	2.12369	5.1750693	20.542252	18.377552	21.3788	14.0125765	6.646353	5.525534	4.2342706	3.392373	2.0399997	2.17898885	2.317978	2.45696715	2.5959563	3.148745	2.809602	4.5465503	4.7513514	6.917135	6.939727	5.016403	3.093079	1.0961891	1.5826907	1.6978396
X2018.Nov.viral.fraction__viral.spades.short__as.yet.unknown__20038bp__001054..full	1.3358808	1.5830843	0.49109632	0.91161484	0.19854324	0	0.21516341	0	0.5269215	1.1698278	0.21237706	0.225150905	0.23792475	0	0.24586406	0.24661487	0.1789795	0.134234625	0.08948975	0.044744875	0	0	0.233471	0.13324161	0.100712076	0	0	0	0	0.06911878	0	0
X2018.Nov.viral.fraction__viral.spades.short__as.yet.unknown__19963bp__001064..full	0.6208154	0.6276383	0.5237317	0.43572763	0.33537132	0.10699718	0.16309075	0	0.07279536	0.32352898	0.15661952	0.106802125	0.05698473	0.05752549	0	0.10884809	0	0.1060277675	0.212055535	0.3180833025	0.42411107	0.1990579	0.039264537	0	0	0	0.050333038	0.025166519	0	0.04269357	0	0
X2018.Nov.viral.fraction__viral.spades.short__as.yet.unknown__19300bp__001124..full	8.998884	7.159416	3.0035346	2.4813359	0.49216026	0	0	0	0	0.15979479	0.49413264	0.590746135	0.68735963	0.2530669	0.3785497	0.27509886	0.5071679	0.476753135	0.44633837	0.415923605	0.38550884	0.08691897	0.26598725	0.4007415	1.2380806	0.7952924	0.52648866	0.30974329	0.09299792	0.19164716	0	0
