klusters_tree_list3	obs
102	X2020.Sep.viral.fraction__viral.spades.short__as.yet.unknown__22188bp__000567..full
88	X2020.Sep.viral.fraction__viral.spades.short__as.yet.unknown__22557bp__000543..full
102	X2020.Sep.viral.fraction__viral.spades.short__as.yet.unknown__22958bp__000526..full
49	X2020.Sep.viral.fraction__viral.spades.short__as.yet.unknown__23094bp__000512..full
39	X2020.Sep.viral.fraction__viral.spades.short__as.yet.unknown__23109bp__000511..full
38	X2020.Sep.viral.fraction__viral.spades.short__as.yet.unknown__23381bp__000500..full
20	X2020.Sep.viral.fraction__viral.spades.short__as.yet.unknown__23544bp__000496..full
105	X2020.Sep.viral.fraction__viral.spades.short__as.yet.unknown__23550bp__000494..full
92	X2020.Sep.viral.fraction__viral.spades.short__as.yet.unknown__23603bp__000490..full
39	X2020.Sep.viral.fraction__viral.spades.short__as.yet.unknown__23955bp__000482..full
105	X2020.Sep.viral.fraction__viral.spades.short__as.yet.unknown__24020bp__000480..full
106	X2020.Sep.viral.fraction__viral.spades.short__as.yet.unknown__24284bp__000468..full
105	X2020.Sep.viral.fraction__viral.spades.short__as.yet.unknown__24371bp__000459..full
88	X2020.Sep.viral.fraction__viral.spades.short__as.yet.unknown__24640bp__000446..full
102	X2020.Sep.viral.fraction__viral.spades.short__as.yet.unknown__24792bp__000441..full
1	X2020.Sep.viral.fraction__viral.spades.short__as.yet.unknown__24923bp__000433..full
99	X2020.Sep.viral.fraction__viral.spades.short__as.yet.unknown__25257bp__000424..full
102	X2020.Sep.viral.fraction__viral.spades.short__as.yet.unknown__25782bp__000398..full
105	X2020.Sep.viral.fraction__viral.spades.short__as.yet.unknown__26772bp__000363..full
8	X2020.Sep.viral.fraction__viral.spades.short__as.yet.unknown__26987bp__000361..full
101	X2020.Sep.viral.fraction__viral.spades.short__as.yet.unknown__27290bp__000344..full
70	X2020.Sep.viral.fraction__viral.spades.short__as.yet.unknown__27329bp__000343..full
74	X2020.Sep.viral.fraction__viral.spades.short__as.yet.unknown__27400bp__000340..full
15	X2020.Sep.viral.fraction__viral.spades.short__as.yet.unknown__28172bp__000315..full
102	X2020.Sep.viral.fraction__viral.spades.short__as.yet.unknown__28302bp__000313..full
73	X2020.Sep.viral.fraction__viral.spades.short__as.yet.unknown__28502bp__000305..full
39	X2020.Sep.viral.fraction__viral.spades.short__as.yet.unknown__29581bp__000274..full
54	X2020.Sep.viral.fraction__viral.spades.short__as.yet.unknown__29626bp__000273..full
99	X2020.Sep.viral.fraction__viral.spades.short__as.yet.unknown__29958bp__000269..full
58	X2020.Sep.viral.fraction__viral.spades.short__as.yet.unknown__30837bp__000256..full
4	X2020.Sep.viral.fraction__viral.spades.short__as.yet.unknown__31125bp__000248..full
13	X2020.Sep.viral.fraction__viral.spades.short__as.yet.unknown__31211bp__000246..full
24	X2020.Sep.viral.fraction__viral.spades.short__as.yet.unknown__31387bp__000241..full
94	X2020.Sep.viral.fraction__viral.spades.short__as.yet.unknown__31569bp__000233..full
39	X2020.Sep.viral.fraction__viral.spades.short__as.yet.unknown__32106bp__000224..full
102	X2020.Sep.viral.fraction__viral.spades.short__as.yet.unknown__32131bp__000223..full
47	X2020.Sep.viral.fraction__viral.spades.short__as.yet.unknown__32595bp__000216..full
70	X2020.Sep.viral.fraction__viral.spades.short__as.yet.unknown__32618bp__000215..full
105	X2020.Sep.viral.fraction__viral.spades.short__as.yet.unknown__32724bp__000211..full
105	X2020.Sep.viral.fraction__viral.spades.short__as.yet.unknown__32802bp__000209..full
88	X2020.Sep.viral.fraction__viral.spades.short__as.yet.unknown__33042bp__000206..full
72	X2020.Sep.viral.fraction__viral.spades.short__as.yet.unknown__33116bp__000204..full
88	X2020.Sep.viral.fraction__viral.spades.short__as.yet.unknown__33489bp__000197..full
39	X2020.Sep.viral.fraction__viral.spades.short__as.yet.unknown__33507bp__000196..full
102	X2020.Sep.viral.fraction__viral.spades.short__as.yet.unknown__33946bp__000191..full
39	X2020.Sep.viral.fraction__viral.spades.short__as.yet.unknown__34293bp__000188..full
102	X2020.Sep.viral.fraction__viral.spades.short__as.yet.unknown__34592bp__000182..full
83	X2020.Sep.viral.fraction__viral.spades.short__as.yet.unknown__34795bp__000180..full
105	X2020.Sep.viral.fraction__viral.spades.short__as.yet.unknown__34936bp__000178..full
79	X2020.Sep.viral.fraction__viral.spades.short__as.yet.unknown__34943bp__000177..full
74	X2020.Sep.viral.fraction__viral.spades.short__as.yet.unknown__35027bp__000176..full
106	X2020.Sep.viral.fraction__viral.spades.short__as.yet.unknown__35307bp__000174..full
102	X2020.Sep.viral.fraction__viral.spades.short__as.yet.unknown__35440bp__000172..full
102	X2020.Sep.viral.fraction__viral.spades.short__as.yet.unknown__35614bp__000169..full
51	X2020.Sep.viral.fraction__viral.spades.short__as.yet.unknown__36072bp__000168..full
105	X2020.Sep.viral.fraction__viral.spades.short__as.yet.unknown__36178bp__000166..full
39	X2020.Sep.viral.fraction__viral.spades.short__as.yet.unknown__36301bp__000162..full
3	X2020.Sep.viral.fraction__viral.spades.short__as.yet.unknown__36724bp__000157..full
83	X2020.Sep.viral.fraction__viral.spades.short__as.yet.unknown__36886bp__000154..full
24	X2020.Sep.viral.fraction__viral.spades.short__as.yet.unknown__37909bp__000144..full
106	X2020.Sep.viral.fraction__viral.spades.short__as.yet.unknown__39096bp__000136..full
39	X2020.Sep.viral.fraction__viral.spades.short__as.yet.unknown__39796bp__000128..full
44	X2020.Sep.viral.fraction__viral.spades.short__as.yet.unknown__40635bp__000119..full
44	X2020.Sep.viral.fraction__viral.spades.short__as.yet.unknown__42580bp__000101..full
74	X2020.Sep.viral.fraction__viral.spades.short__as.yet.unknown__42912bp__000098..full
39	X2020.Sep.viral.fraction__viral.spades.short__as.yet.unknown__43940bp__000094..full
39	X2020.Sep.viral.fraction__viral.spades.short__as.yet.unknown__44268bp__000092..full
105	X2020.Sep.viral.fraction__viral.spades.short__as.yet.unknown__44900bp__000088..full
106	X2020.Sep.viral.fraction__viral.spades.short__as.yet.unknown__45408bp__000086..full
50	X2020.Sep.viral.fraction__viral.spades.short__as.yet.unknown__45788bp__000085..full
105	X2020.Sep.viral.fraction__viral.spades.short__as.yet.unknown__48079bp__000073..full
39	X2020.Sep.viral.fraction__viral.spades.short__as.yet.unknown__48456bp__000071..full
58	X2020.Sep.viral.fraction__viral.spades.short__as.yet.unknown__52123bp__000057..full
70	X2020.Sep.viral.fraction__viral.spades.short__as.yet.unknown__52170bp__000056..full
26	X2020.Sep.viral.fraction__viral.spades.short__as.yet.unknown__54189bp__000050..full
88	X2020.Sep.viral.fraction__viral.spades.short__as.yet.unknown__54353bp__000049..full
102	X2020.Sep.viral.fraction__viral.spades.short__as.yet.unknown__54983bp__000047..full
106	X2020.Sep.viral.fraction__viral.spades.short__as.yet.unknown__56866bp__000043..full
105	X2020.Sep.viral.fraction__viral.spades.short__as.yet.unknown__57779bp__000042..full
106	X2020.Sep.viral.fraction__viral.spades.short__as.yet.unknown__58369bp__000039..full
94	X2020.Sep.viral.fraction__viral.spades.short__as.yet.unknown__62167bp__000033..full
106	X2021.Apr.viral.fraction__viral.spades.short__as.yet.unknown__16604bp__001076..full
10	X2021.Apr.viral.fraction__viral.spades.short__as.yet.unknown__168538bp__000003..full
55	X2021.Apr.viral.fraction__viral.spades.short__as.yet.unknown__18068bp__000898..full
90	X2021.Apr.viral.fraction__viral.spades.short__as.yet.unknown__18162bp__000890..full
23	X2021.Apr.viral.fraction__viral.spades.short__as.yet.unknown__19419bp__000757..full
56	X2021.Apr.viral.fraction__viral.spades.short__as.yet.unknown__24406bp__000459..full
90	X2021.Apr.viral.fraction__viral.spades.short__as.yet.unknown__26914bp__000371..full
96	X2021.Apr.viral.fraction__viral.spades.short__as.yet.unknown__27728bp__000348..full
37	X2021.Apr.viral.fraction__viral.spades.short__as.yet.unknown__29149bp__000317..full
23	X2021.Apr.viral.fraction__viral.spades.short__as.yet.unknown__29165bp__000316..full
90	X2021.Apr.viral.fraction__viral.spades.short__as.yet.unknown__29311bp__000314..full
88	X2021.Apr.viral.fraction__viral.spades.short__as.yet.unknown__29357bp__000311..full
96	X2021.Apr.viral.fraction__viral.spades.short__as.yet.unknown__30405bp__000293..full
65	X2021.Apr.viral.fraction__viral.spades.short__as.yet.unknown__30772bp__000280..full
88	X2021.Apr.viral.fraction__viral.spades.short__as.yet.unknown__31307bp__000268..full
31	X2021.Apr.viral.fraction__viral.spades.short__as.yet.unknown__31397bp__000266..full
61	X2021.Apr.viral.fraction__viral.spades.short__as.yet.unknown__31464bp__000264..full
66	X2021.Apr.viral.fraction__viral.spades.short__as.yet.unknown__31868bp__000258..full
90	X2021.Apr.viral.fraction__viral.spades.short__as.yet.unknown__32514bp__000246..full
72	X2021.Apr.viral.fraction__viral.spades.short__as.yet.unknown__32892bp__000237..full
65	X2021.Apr.viral.fraction__viral.spades.short__as.yet.unknown__33356bp__000228..full
10	X2021.Apr.viral.fraction__viral.spades.short__as.yet.unknown__33561bp__000219..full
23	X2021.Apr.viral.fraction__viral.spades.short__as.yet.unknown__33691bp__000215..full
36	X2021.Apr.viral.fraction__viral.spades.short__as.yet.unknown__35742bp__000188..full
97	X2021.Apr.viral.fraction__viral.spades.short__as.yet.unknown__35960bp__000185..full
23	X2021.Apr.viral.fraction__viral.spades.short__as.yet.unknown__36436bp__000178..full
23	X2021.Apr.viral.fraction__viral.spades.short__as.yet.unknown__36985bp__000169..full
23	X2021.Apr.viral.fraction__viral.spades.short__as.yet.unknown__37024bp__000168..full
31	X2021.Apr.viral.fraction__viral.spades.short__as.yet.unknown__37862bp__000160..full
56	X2021.Apr.viral.fraction__viral.spades.short__as.yet.unknown__39416bp__000144..full
56	X2021.Apr.viral.fraction__viral.spades.short__as.yet.unknown__41134bp__000127..full
56	X2021.Apr.viral.fraction__viral.spades.short__as.yet.unknown__42534bp__000114..full
44	X2021.Apr.viral.fraction__viral.spades.short__as.yet.unknown__42798bp__000112..full
90	X2021.Apr.viral.fraction__viral.spades.short__as.yet.unknown__44338bp__000102..full
90	X2021.Apr.viral.fraction__viral.spades.short__as.yet.unknown__46549bp__000089..full
43	X2021.Apr.viral.fraction__viral.spades.short__as.yet.unknown__48179bp__000081..full
38	X2021.Apr.viral.fraction__viral.spades.short__as.yet.unknown__48987bp__000075..full
63	X2021.Apr.viral.fraction__viral.spades.short__as.yet.unknown__51710bp__000062..full
38	X2021.Apr.viral.fraction__viral.spades.short__as.yet.unknown__53109bp__000054..full
43	X2021.Apr.viral.fraction__viral.spades.short__as.yet.unknown__53295bp__000051..full
37	X2021.Apr.viral.fraction__viral.spades.short__as.yet.unknown__56643bp__000040..full
23	X2021.Apr.viral.fraction__viral.spades.short__as.yet.unknown__60381bp__000031..full
65	X2021.Apr.viral.fraction__viral.spades.short__as.yet.unknown__68757bp__000026..full
55	X2021.Apr.viral.fraction__viral.spades.short__as.yet.unknown__96242bp__000008..full
68	X2021.Jan.viral.fraction__viral.spades.short__as.yet.unknown__107747bp__000009..full
49	X2021.Jan.viral.fraction__viral.spades.short__as.yet.unknown__11286bp__002554..full
90	X2021.Jan.viral.fraction__viral.spades.short__as.yet.unknown__113752bp__000008..full
107	X2021.Jan.viral.fraction__viral.spades.short__as.yet.unknown__11876bp__002300..full
104	X2021.Jan.viral.fraction__viral.spades.short__as.yet.unknown__124227bp__000006..full
63	X2021.Jan.viral.fraction__viral.spades.short__as.yet.unknown__13339bp__001782..full
86	X2021.Jan.viral.fraction__viral.spades.short__as.yet.unknown__14859bp__001468..full
86	X2021.Jan.viral.fraction__viral.spades.short__as.yet.unknown__160811bp__000004..full
100	X2021.Jan.viral.fraction__viral.spades.short__as.yet.unknown__16103bp__001230..full
1	X2021.Jan.viral.fraction__viral.spades.short__as.yet.unknown__16409bp__001181..full
104	X2021.Jan.viral.fraction__viral.spades.short__as.yet.unknown__17150bp__001074..full
86	X2021.Jan.viral.fraction__viral.spades.short__as.yet.unknown__17162bp__001072..full
56	X2021.Jan.viral.fraction__viral.spades.short__as.yet.unknown__17889bp__000985..full
6	X2021.Jan.viral.fraction__viral.spades.short__as.yet.unknown__17974bp__000973..full
104	X2021.Jan.viral.fraction__viral.spades.short__as.yet.unknown__18007bp__000967..full
23	X2021.Jan.viral.fraction__viral.spades.short__as.yet.unknown__182006bp__000003..full
88	X2021.Jan.viral.fraction__viral.spades.short__as.yet.unknown__18448bp__000916..full
86	X2021.Jan.viral.fraction__viral.spades.short__as.yet.unknown__18830bp__000862..full
82	X2021.Jan.viral.fraction__viral.spades.short__as.yet.unknown__19030bp__000832..full
63	X2021.Jan.viral.fraction__viral.spades.short__as.yet.unknown__19299bp__000806..full
104	X2021.Jan.viral.fraction__viral.spades.short__as.yet.unknown__19520bp__000793..full
86	X2021.Jan.viral.fraction__viral.spades.short__as.yet.unknown__20063bp__000742..full
61	X2021.Jan.viral.fraction__viral.spades.short__as.yet.unknown__20170bp__000737..full
86	X2021.Jan.viral.fraction__viral.spades.short__as.yet.unknown__20464bp__000713..full
86	X2021.Jan.viral.fraction__viral.spades.short__as.yet.unknown__20524bp__000705..full
68	X2021.Jan.viral.fraction__viral.spades.short__as.yet.unknown__20535bp__000703..full
23	X2021.Jan.viral.fraction__viral.spades.short__as.yet.unknown__20584bp__000698..full
49	X2021.Jan.viral.fraction__viral.spades.short__as.yet.unknown__23070bp__000575..full
56	X2021.Jan.viral.fraction__viral.spades.short__as.yet.unknown__23623bp__000550..full
100	X2021.Jan.viral.fraction__viral.spades.short__as.yet.unknown__23793bp__000542..full
3	X2021.Jan.viral.fraction__viral.spades.short__as.yet.unknown__24094bp__000527..full
72	X2021.Jan.viral.fraction__viral.spades.short__as.yet.unknown__25153bp__000480..full
62	X2021.Jan.viral.fraction__viral.spades.short__as.yet.unknown__25562bp__000457..full
35	X2021.Jan.viral.fraction__viral.spades.short__as.yet.unknown__25614bp__000453..full
100	X2021.Jan.viral.fraction__viral.spades.short__as.yet.unknown__26222bp__000436..full
96	X2021.Jan.viral.fraction__viral.spades.short__as.yet.unknown__28210bp__000377..full
49	X2021.Jan.viral.fraction__viral.spades.short__as.yet.unknown__28322bp__000371..full
107	X2021.Jan.viral.fraction__viral.spades.short__as.yet.unknown__28842bp__000356..full
12	X2021.Jan.viral.fraction__viral.spades.short__as.yet.unknown__29587bp__000336..full
10	X2021.Jan.viral.fraction__viral.spades.short__as.yet.unknown__30011bp__000322..full
66	X2021.Jan.viral.fraction__viral.spades.short__as.yet.unknown__30196bp__000319..full
86	X2021.Jan.viral.fraction__viral.spades.short__as.yet.unknown__30926bp__000298..full
38	X2021.Jan.viral.fraction__viral.spades.short__as.yet.unknown__31085bp__000294..full
56	X2021.Jan.viral.fraction__viral.spades.short__as.yet.unknown__31306bp__000290..full
23	X2021.Jan.viral.fraction__viral.spades.short__as.yet.unknown__319029bp__000001..full
38	X2021.Jan.viral.fraction__viral.spades.short__as.yet.unknown__32373bp__000278..full
90	X2021.Jan.viral.fraction__viral.spades.short__as.yet.unknown__32858bp__000267..full
86	X2021.Jan.viral.fraction__viral.spades.short__as.yet.unknown__33236bp__000261..full
3	X2021.Jan.viral.fraction__viral.spades.short__as.yet.unknown__33333bp__000258..full
86	X2021.Jan.viral.fraction__viral.spades.short__as.yet.unknown__33880bp__000247..full
39	X2021.Jan.viral.fraction__viral.spades.short__as.yet.unknown__34058bp__000244..full
23	X2021.Jan.viral.fraction__viral.spades.short__as.yet.unknown__34769bp__000231..full
88	X2021.Jan.viral.fraction__viral.spades.short__as.yet.unknown__34948bp__000226..full
65	X2021.Jan.viral.fraction__viral.spades.short__as.yet.unknown__34998bp__000224..full
63	X2021.Jan.viral.fraction__viral.spades.short__as.yet.unknown__36274bp__000205..full
86	X2021.Jan.viral.fraction__viral.spades.short__as.yet.unknown__36358bp__000203..full
100	X2021.Jan.viral.fraction__viral.spades.short__as.yet.unknown__36749bp__000197..full
86	X2021.Jan.viral.fraction__viral.spades.short__as.yet.unknown__36828bp__000195..full
75	X2021.Jan.viral.fraction__viral.spades.short__as.yet.unknown__36848bp__000193..full
1	X2021.Jan.viral.fraction__viral.spades.short__as.yet.unknown__37038bp__000188..full
86	X2021.Jan.viral.fraction__viral.spades.short__as.yet.unknown__38779bp__000171..full
23	X2021.Jan.viral.fraction__viral.spades.short__as.yet.unknown__40117bp__000159..full
68	X2021.Jan.viral.fraction__viral.spades.short__as.yet.unknown__41104bp__000149..full
22	X2021.Jan.viral.fraction__viral.spades.short__as.yet.unknown__41531bp__000144..full
23	X2021.Jan.viral.fraction__viral.spades.short__as.yet.unknown__42103bp__000137..full
56	X2021.Jan.viral.fraction__viral.spades.short__as.yet.unknown__44190bp__000123..full
88	X2021.Jan.viral.fraction__viral.spades.short__as.yet.unknown__44410bp__000120..full
27	X2021.Jan.viral.fraction__viral.spades.short__as.yet.unknown__45997bp__000107..full
91	X2021.Jan.viral.fraction__viral.spades.short__as.yet.unknown__47737bp__000093..full
